omega;phi_set;final_com_dx;final_com_x;final_com_y;phi0;phi1;phi2;phi3
5.0;(np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793));1.311214351678095;1.3362143516780949;3.746711094548823;0.0;0.0;3.141592653589793;3.141592653589793
5.0;(np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793));-0.19846828741768874;-0.17346828741768874;1.6351152172879897;0.0;0.0;0.0;3.141592653589793
5.0;(np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793));0.07462645280160343;0.09962645280160344;0.9822462451960797;0.0;0.0;6.283185307179586;3.141592653589793
5.0;(np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0));-0.007372478938621595;0.017627521061378406;0.4134981590273109;0.0;0.0;3.141592653589793;0.0
5.0;(np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586));-0.21624448190181733;-0.19124448190181734;0.3698318911655268;0.0;0.0;3.141592653589793;6.283185307179586
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0));0.9778203169986682;1.0028203169986682;3.1923746774381465;0.0;3.141592653589793;0.0;0.0
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793));0.021131058565442604;0.046131058565442605;0.22562157859244858;0.0;3.141592653589793;0.0;3.141592653589793
5.0;(np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0));-1.0873975012190562e-05;0.02498912602498781;0.006450015932326448;0.0;0.0;0.0;0.0
5.0;(np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586));3.4413362925353463e-05;0.025034413362925355;0.006464639204223311;0.0;0.0;0.0;6.283185307179586
5.0;(np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0));-5.900299715911467e-06;0.02499409970028409;0.006451701426501165;0.0;0.0;6.283185307179586;0.0
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0));-0.18518660357908365;-0.16018660357908365;6.421215036435978;0.0;3.141592653589793;3.141592653589793;0.0
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586));-1.0008714415832038;-0.9758714415832038;2.410098294347674;0.0;3.141592653589793;0.0;6.283185307179586
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793));-4.789665192239667e-12;0.024999999995210336;0.0455057682981347;0.0;3.141592653589793;3.141592653589793;3.141592653589793
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586));0.5621550231219808;0.5871550231219809;2.361188076247247;0.0;3.141592653589793;3.141592653589793;6.283185307179586
5.0;(np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586));6.606063468750367e-07;0.025000660606346876;0.00646976074318516;0.0;0.0;6.283185307179586;6.283185307179586
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(0.0));-0.8334764298862637;-0.8084764298862637;1.8521149219933775;0.0;3.141592653589793;6.283185307179586;0.0
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(3.141592653589793));-0.5459288395594268;-0.5209288395594268;1.2319715792563464;0.0;3.141592653589793;6.283185307179586;3.141592653589793
5.0;(np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(6.283185307179586));0.6095990180877622;0.6345990180877622;1.9649703477217535;0.0;3.141592653589793;6.283185307179586;6.283185307179586
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0), np.float64(3.141592653589793));-0.4683149065691068;-0.44331490656910677;1.494023309278643;0.0;6.283185307179586;0.0;3.141592653589793
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(3.141592653589793));0.19624578974759885;0.22124578974759884;3.0284015367798944;0.0;6.283185307179586;3.141592653589793;3.141592653589793
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(3.141592653589793));1.219678565599693;1.2446785655996928;4.480053365917004;0.0;6.283185307179586;6.283185307179586;3.141592653589793
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(0.0));-1.9120313291976105;-1.8870313291976106;6.022454715424058;0.0;6.283185307179586;3.141592653589793;0.0
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(6.283185307179586));-0.7758898480325167;-0.7508898480325167;2.2353164448930585;0.0;6.283185307179586;3.141592653589793;6.283185307179586
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0), np.float64(0.0));-3.7972001884222645e-05;0.02496202799811578;0.006478143674201384;0.0;6.283185307179586;0.0;0.0
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0), np.float64(6.283185307179586));-1.5626849923632696e-05;0.02498437315007637;0.006472328876827052;0.0;6.283185307179586;0.0;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793));-0.009169269741697385;0.015830730258302617;0.06741081105518042;3.141592653589793;0.0;0.0;3.141592653589793
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(0.0));2.455673380178866e-05;0.02502455673380179;0.0064526440627203415;0.0;6.283185307179586;6.283185307179586;0.0
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0), np.float64(0.0));0.151114395988146;0.176114395988146;0.25756950053570593;3.141592653589793;0.0;0.0;0.0
5.0;(np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(6.283185307179586));1.8366945939006507e-05;0.025018366945939008;0.0064627678051416325;0.0;6.283185307179586;6.283185307179586;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586));-0.07679097961321454;-0.051790979613214536;0.1931283718909034;3.141592653589793;0.0;0.0;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0));-3.400404957609737e-14;0.024999999999965997;0.005543620294144167;3.141592653589793;0.0;3.141592653589793;0.0
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793));-0.009169269780232896;0.015830730219767105;0.06741081089978651;3.141592653589793;0.0;6.283185307179586;3.141592653589793
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0));0.009169269757269928;0.03416926975726993;0.06741081099235052;3.141592653589793;3.141592653589793;0.0;0.0
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793));-0.004326736980897923;0.02067326301910208;0.005350389646455011;3.141592653589793;0.0;3.141592653589793;3.141592653589793
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0));0.13428749523500055;0.15928749523500055;0.023821047286086295;3.141592653589793;0.0;6.283185307179586;0.0
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586));-0.1715017414345442;-0.1465017414345442;0.1021728273567268;3.141592653589793;0.0;6.283185307179586;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586));4.241745843458489e-14;0.02500000000004242;0.005543620294142692;3.141592653589793;0.0;3.141592653589793;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586));0.009169269796759034;0.034169269796759036;0.06741081083328052;3.141592653589793;3.141592653589793;0.0;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(0.0));0.00916926976499978;0.03416926976499978;0.06741081096142938;3.141592653589793;3.141592653589793;6.283185307179586;0.0
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793));-2.151785694071151e-13;0.024999999999784823;0.005513820110578294;3.141592653589793;3.141592653589793;0.0;3.141592653589793
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(6.283185307179586));0.009169269729428609;0.03416926972942861;0.06741081110482386;3.141592653589793;3.141592653589793;6.283185307179586;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(0.0), np.float64(3.141592653589793));-0.009169269754351332;0.01583073024564867;0.0674108110041389;3.141592653589793;6.283185307179586;0.0;3.141592653589793
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0));0.004326736980896598;0.0293267369808966;0.0053503896464566925;3.141592653589793;3.141592653589793;3.141592653589793;0.0
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793));0.0004920438619875414;0.025492043861987543;0.0041850314930450645;3.141592653589793;3.141592653589793;3.141592653589793;3.141592653589793
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(0.0), np.float64(0.0));-0.06250995443639434;-0.03750995443639435;0.17795854906249145;3.141592653589793;6.283185307179586;0.0;0.0
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586));0.004326736980899422;0.029326736980899423;0.005350389646456556;3.141592653589793;3.141592653589793;3.141592653589793;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(3.141592653589793));1.4704210071769808e-13;0.025000000000147043;0.005513820110571505;3.141592653589793;3.141592653589793;6.283185307179586;3.141592653589793
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(0.0), np.float64(6.283185307179586));-0.04481065854521009;-0.019810658545210084;0.16573349367134696;3.141592653589793;6.283185307179586;0.0;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(3.141592653589793));-0.009169269785773065;0.015830730214226936;0.06741081087768237;3.141592653589793;6.283185307179586;6.283185307179586;3.141592653589793
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(0.0));-0.063420903912522;-0.038420903912522;0.1148904234476706;3.141592653589793;6.283185307179586;6.283185307179586;0.0
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(6.283185307179586));-0.04033022962524362;-0.015330229625243622;0.20576055078234404;3.141592653589793;6.283185307179586;6.283185307179586;6.283185307179586
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793));-0.33050897820068803;-0.305508978200688;2.1963751064956565;6.283185307179586;0.0;0.0;3.141592653589793
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(0.0));3.381669944069188e-14;0.025000000000033818;0.0055436202941414655;3.141592653589793;6.283185307179586;3.141592653589793;0.0
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(6.283185307179586));1.6910084443821916e-14;0.02500000000001691;0.00554362029414621;3.141592653589793;6.283185307179586;3.141592653589793;6.283185307179586
5.0;(np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(3.141592653589793));-0.004326736980897632;0.02067326301910237;0.005350389646455469;3.141592653589793;6.283185307179586;3.141592653589793;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793));0.6073264115391802;0.6323264115391802;0.641770980620024;6.283185307179586;0.0;3.141592653589793;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(0.0), np.float64(0.0));-6.432257922989182e-06;0.024993567742077012;0.00646331831819786;6.283185307179586;0.0;0.0;0.0
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0));-0.5723541872429485;-0.5473541872429485;1.556864242259385;6.283185307179586;0.0;3.141592653589793;0.0
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586));-0.2054302434836772;-0.1804302434836772;0.33378442972771355;6.283185307179586;0.0;3.141592653589793;6.283185307179586
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793));-0.39329520139786467;-0.36829520139786465;1.2439576253738092;6.283185307179586;0.0;6.283185307179586;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586));3.0871813767333056e-05;0.025030871813767334;0.006470869350202604;6.283185307179586;0.0;0.0;6.283185307179586
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0));0.27170771688934153;0.29670771688934156;0.8386660103604932;6.283185307179586;3.141592653589793;0.0;0.0
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793));-0.46521108520795384;-0.4402110852079538;2.8260294112089532;6.283185307179586;3.141592653589793;0.0;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586));1.641267724048455;1.666267724048455;8.620674005074894;6.283185307179586;3.141592653589793;0.0;6.283185307179586
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0));-0.25814379065052623;-0.2331437906505262;1.6651589771639672;6.283185307179586;3.141592653589793;3.141592653589793;0.0
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0));2.305059168041662e-05;0.025023050591680418;0.006464216128846798;6.283185307179586;0.0;6.283185307179586;0.0
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793));6.387741030566829e-12;0.025000000006387742;0.04550576830763603;6.283185307179586;3.141592653589793;3.141592653589793;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586));8.733005373098152e-06;0.0250087330053731;0.006433047295607773;6.283185307179586;0.0;6.283185307179586;6.283185307179586
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586));-2.3527326490650555;-2.3277326490650556;6.4597917723873755;6.283185307179586;3.141592653589793;3.141592653589793;6.283185307179586
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(0.0));-0.8766922574344324;-0.8516922574344323;1.9961676805735418;6.283185307179586;3.141592653589793;6.283185307179586;0.0
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(3.141592653589793));0.39890363444957416;0.4239036344495742;3.6734494064598864;6.283185307179586;3.141592653589793;6.283185307179586;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(6.283185307179586));-0.4279955112003498;-0.40299551120034977;0.5005118596378452;6.283185307179586;3.141592653589793;6.283185307179586;6.283185307179586
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(0.0), np.float64(3.141592653589793));0.5220883896605856;0.5470883896605856;0.814154787874898;6.283185307179586;6.283185307179586;0.0;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(3.141592653589793));0.3574590841862512;0.38245908418625124;0.37341184724126847;6.283185307179586;6.283185307179586;3.141592653589793;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(0.0));-0.19603806877688829;-0.1710380687768883;0.49536273876301945;6.283185307179586;6.283185307179586;3.141592653589793;0.0
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(3.141592653589793));-0.7286799703079906;-0.7036799703079906;2.3619068551171445;6.283185307179586;6.283185307179586;6.283185307179586;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(6.283185307179586));0.3434187426894818;0.3684187426894818;0.7937460937175526;6.283185307179586;6.283185307179586;3.141592653589793;6.283185307179586
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(0.0), np.float64(0.0));1.8205946290761332e-05;0.025018205946290763;0.006467695774034731;6.283185307179586;6.283185307179586;0.0;0.0
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0));-0.27943183216879397;-0.25443183216879395;0.2111300169864364;0.0;0.0;0.0;0.0
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793));1.2126574587464491;1.237657458746449;6.5497685680142546;0.0;0.0;0.0;3.141592653589793
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586));0.00011822763839152567;0.025118227638391527;1.2702300093929415;0.0;0.0;0.0;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0));0.49578148117908216;0.5207814811790822;0.3451041810043885;0.0;0.0;3.141592653589793;0.0
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793));0.0026425417757433463;0.027642541775743348;0.6917096998836595;0.0;0.0;3.141592653589793;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(0.0), np.float64(6.283185307179586));-1.6931001356985248e-05;0.024983068998643016;0.006455179715316921;6.283185307179586;6.283185307179586;0.0;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586));0.7686119078096985;0.7936119078096985;3.6990097206410053;0.0;0.0;3.141592653589793;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0));0.5475327414008245;0.5725327414008246;1.7562132159171668;0.0;0.0;6.283185307179586;0.0
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793));-1.3687303415670715;-1.3437303415670716;2.5286891051103444;0.0;0.0;6.283185307179586;3.141592653589793
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(0.0));-2.1679419542397493e-05;0.024978320580457604;0.0064527554460707065;6.283185307179586;6.283185307179586;6.283185307179586;0.0
701.6779210317042;(np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586));0.3991204674307722;0.4241204674307722;2.449040328638141;0.0;0.0;6.283185307179586;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0));-0.4759504804342751;-0.4509504804342751;0.47240951712033086;0.0;3.141592653589793;0.0;0.0
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793));0.32542258288507736;0.3504225828850774;1.5002234913890802;0.0;3.141592653589793;0.0;3.141592653589793
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586));-0.4473755189145814;-0.42237551891458136;0.3771596453874996;0.0;3.141592653589793;0.0;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0));1.1698158415637563;1.1948158415637562;4.599904309360066;0.0;3.141592653589793;3.141592653589793;0.0
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793));0.4868040466364628;0.5118040466364628;1.1176575255975596;0.0;3.141592653589793;3.141592653589793;3.141592653589793
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586));1.0674183847523182;1.0924183847523181;5.3103442843973045;0.0;3.141592653589793;3.141592653589793;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(0.0));1.069367114438734;1.094367114438734;1.5308116813482486;0.0;3.141592653589793;6.283185307179586;0.0
5.0;(np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(6.283185307179586));-1.0993213091649301e-05;0.024989006786908352;0.006460397444639035;6.283185307179586;6.283185307179586;6.283185307179586;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(3.141592653589793));-0.22258941965023113;-0.19758941965023114;0.791508663486361;0.0;3.141592653589793;6.283185307179586;3.141592653589793
701.6779210317042;(np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(6.283185307179586));0.33523830607338245;0.3602383060733825;0.35210738716787154;0.0;3.141592653589793;6.283185307179586;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0), np.float64(0.0));-0.3448087286377244;-0.31980872863772436;1.8048635889802636;0.0;6.283185307179586;0.0;0.0
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0), np.float64(3.141592653589793));-0.9655452519511567;-0.9405452519511567;1.1847388063907962;0.0;6.283185307179586;0.0;3.141592653589793
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0), np.float64(6.283185307179586));-0.1606015176212951;-0.1356015176212951;1.8572767212214443;0.0;6.283185307179586;0.0;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(0.0));-0.17940291777150297;-0.15440291777150297;0.7539599303760439;0.0;6.283185307179586;3.141592653589793;0.0
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(3.141592653589793));-0.11332971358569063;-0.08832971358569063;1.0782838829626031;0.0;6.283185307179586;3.141592653589793;3.141592653589793
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793), np.float64(6.283185307179586));-0.9058520382191645;-0.8808520382191645;0.9294665259954995;0.0;6.283185307179586;3.141592653589793;6.283185307179586
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(0.0));-0.48057057640645645;-0.45557057640645643;0.8815924977787877;0.0;6.283185307179586;6.283185307179586;0.0
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(3.141592653589793));0.7051786209620785;0.7301786209620785;6.883622901929375;0.0;6.283185307179586;6.283185307179586;3.141592653589793
701.6779210317042;(np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586), np.float64(6.283185307179586));-0.328624683924;-0.303624683924;0.375106189503559;0.0;6.283185307179586;6.283185307179586;6.283185307179586
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0), np.float64(0.0));0.9856176895799237;1.0106176895799237;2.6951359827108803;3.141592653589793;0.0;0.0;0.0
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0), np.float64(3.141592653589793));-0.639581424473933;-0.6145814244739329;1.9488368324947318;3.141592653589793;0.0;0.0;3.141592653589793
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0), np.float64(6.283185307179586));0.4077609746397252;0.43276097463972524;0.7689469330078266;3.141592653589793;0.0;0.0;6.283185307179586
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793), np.float64(0.0));-0.7338686647700093;-0.7088686647700093;1.9459672039620426;3.141592653589793;0.0;3.141592653589793;0.0
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793), np.float64(3.141592653589793));-1.2465399902975216;-1.2215399902975217;1.9007066656721225;3.141592653589793;0.0;3.141592653589793;3.141592653589793
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793), np.float64(6.283185307179586));0.6865329594098164;0.7115329594098164;1.7881815194434365;3.141592653589793;0.0;3.141592653589793;6.283185307179586
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586), np.float64(0.0));2.6623902418840646;2.6873902418840645;8.284377823790937;3.141592653589793;0.0;6.283185307179586;0.0
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586), np.float64(3.141592653589793));2.4406555266505516;2.4656555266505515;7.338174774426039;3.141592653589793;0.0;6.283185307179586;3.141592653589793
701.6779210317042;(np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586), np.float64(6.283185307179586));2.973580815711442;2.998580815711442;9.321679736506418;3.141592653589793;0.0;6.283185307179586;6.283185307179586
701.6779210317042;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0), np.float64(0.0));0.48459524607166693;0.509595246071667;5.295755128763715;3.141592653589793;3.141592653589793;0.0;0.0
701.6779210317042;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0), np.float64(3.141592653589793));1.5240257632591367;1.5490257632591367;3.332574228035629;3.141592653589793;3.141592653589793;0.0;3.141592653589793
701.6779210317042;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0), np.float64(6.283185307179586));0.6591231579063722;0.6841231579063722;2.0139759430125137;3.141592653589793;3.141592653589793;0.0;6.283185307179586
701.6779210317042;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(0.0));-0.895779509299636;-0.870779509299636;6.492249406389848;3.141592653589793;3.141592653589793;3.141592653589793;0.0
701.6779210317042;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793));-0.005282603095185086;0.019717396904814916;0.1185672704213287;3.141592653589793;3.141592653589793;3.141592653589793;3.141592653589793
701.6779210317042;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586));-1.1724995165200323;-1.1474995165200323;2.8723005998584674;3.141592653589793;3.141592653589793;3.141592653589793;6.283185307179586
701.6779210317042;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(0.0));-0.4645389117219266;-0.43953891172192655;0.751119390327683;3.141592653589793;3.141592653589793;6.283185307179586;0.0
701.6779210317042;(np.float64(3.141592653589793), np.float64(3.141592653589793), np.float64(6.283185307179586), np.float64(3.141592653589793));-0.5358170881082172;-0.5108170881082171;6.465737747312807;3.141592653589793;3.141592653589793;6.283185307179586;3.141592653589793
